1876.00;2023-02-09 20:41:48
1876.00;2023-02-09 20:41:49
1873.05;2023-02-09 20:42:25
1873.05;2023-02-09 20:45:11
1872.25;2023-02-09 20:58:24
1872.85;2023-02-09 21:15:01
1872.85;2023-02-09 21:16:51
1872.85;2023-02-09 21:17:19
1872.85;2023-02-09 21:18:00
1873.25;2023-02-09 21:18:22
1873.25;2023-02-09 21:18:43
1873.25;2023-02-09 21:19:05
1870.95;2023-02-09 21:39:07
1880.85;2023-02-10 09:41:26
1874.60;2023-02-13 09:00:32
1870.35;2023-02-13 10:15:24
1870.35;2023-02-13 10:16:23
